,nodeId,ls,lc,le,ltx,number of neighbors,QOS,arm,jammed
0,9.0,4.0,0.0,0.0,0.0,7.0,7.000,False,False
1,9.0,1.0,3.0,0.0,1.0,7.0,0.333,True,False
2,9.0,1.0,5.0,0.0,1.0,7.0,0.200,False,True
3,9.0,4.0,2.0,1.0,1.0,7.0,2.000,True,True
4,9.0,6.0,0.0,0.0,0.0,7.0,7.000,True,True
5,9.0,4.0,2.0,0.0,1.0,7.0,2.000,True,True
6,9.0,2.0,2.0,0.0,1.0,7.0,1.000,True,True
7,9.0,1.0,4.0,0.0,1.0,7.0,0.250,False,True
8,9.0,2.0,5.0,0.0,1.0,7.0,0.400,False,True
9,9.0,3.0,4.0,0.0,1.0,7.0,0.750,False,True
10,9.0,5.0,0.0,0.0,0.0,7.0,7.000,True,True
11,9.0,1.0,3.0,0.0,1.0,7.0,0.333,False,False
12,9.0,1.0,5.0,0.0,1.0,7.0,0.200,True,True
13,9.0,4.0,3.0,0.0,1.0,7.0,1.333,False,True
14,9.0,4.0,1.0,1.0,0.0,7.0,4.000,True,True
15,9.0,5.0,1.0,0.0,1.0,7.0,5.000,False,True
16,9.0,4.0,2.0,0.0,1.0,7.0,2.000,True,True
17,9.0,4.0,2.0,0.0,1.0,7.0,2.000,True,True
18,9.0,3.0,1.0,0.0,1.0,7.0,3.000,True,True
19,9.0,2.0,2.0,1.0,1.0,7.0,1.000,True,True
20,9.0,1.0,5.0,0.0,1.0,7.0,0.200,False,True
21,9.0,2.0,5.0,0.0,0.0,7.0,0.400,True,True
22,9.0,3.0,3.0,0.0,1.0,7.0,1.000,False,True
23,9.0,3.0,2.0,0.0,1.0,7.0,1.500,True,True
24,9.0,2.0,3.0,0.0,1.0,7.0,0.667,True,True
25,9.0,3.0,4.0,0.0,1.0,7.0,0.750,True,True
26,9.0,3.0,3.0,0.0,0.0,7.0,1.000,True,True
27,9.0,4.0,2.0,0.0,1.0,7.0,2.000,True,True
28,9.0,4.0,2.0,0.0,1.0,7.0,2.000,True,True
