0;6;7;0;0;1;7
1;6;4;0;0;0;7
2;6;1;3;0;1;7
3;6;1;5;0;1;7
4;6;5;2;0;1;7
5;6;5;0;0;1;7
6;6;3;3;0;1;7
7;6;3;2;0;0;7
8;6;1;4;0;1;7
9;6;2;5;0;1;7
10;6;4;3;0;1;7
11;6;4;0;0;1;7
12;6;2;3;0;0;7
13;6;1;5;0;1;7
14;6;4;3;0;1;7
15;6;4;1;0;1;7
16;6;5;1;0;1;7
17;6;3;3;0;1;7
18;6;4;2;0;1;7
19;6;3;1;1;0;7
20;6;3;2;0;1;7
21;6;2;4;0;1;7
22;6;2;4;0;1;7
23;6;2;4;0;1;7
24;6;4;2;0;0;7
25;6;2;3;0;1;7
26;6;3;4;0;1;7
27;6;1;3;1;1;7
28;6;3;3;0;1;7
29;6;4;2;0;1;7
30;6;3;2;1;1;7
31;6;4;2;0;0;7
32;6;4;2;0;1;7
33;6;4;1;0;1;7
34;6;1;3;0;1;7
35;6;2;4;1;1;7
36;6;3;2;0;1;7
37;6;3;3;0;1;7
38;6;3;2;0;0;7
39;6;2;4;0;1;7
40;6;3;3;0;1;7
41;6;4;3;0;1;7
42;6;5;0;0;1;7
43;6;3;1;1;0;7
44;6;2;4;0;1;7
45;6;1;4;0;1;7
46;6;3;3;0;1;7
47;6;3;2;0;0;7
48;6;3;3;0;1;7
49;6;2;4;0;1;7
50;6;3;2;0;1;7
51;6;3;3;0;1;7
52;6;3;2;0;1;7
53;6;2;3;1;1;7
54;6;3;3;0;1;7
55;6;3;3;0;1;7
56;6;5;1;0;0;7
57;6;4;3;0;1;7
58;6;3;1;0;1;7
59;6;4;2;0;1;7
60;6;3;2;0;0;7
61;6;2;4;0;1;7
62;6;4;3;0;1;7
63;6;6;0;0;1;7
64;6;5;0;0;0;7
65;6;4;3;0;1;7
66;6;2;1;0;1;7
67;6;2;5;0;1;7
68;6;2;4;0;1;7
69;6;5;0;0;1;7
70;6;3;3;0;0;7
71;6;3;3;0;1;7
72;6;3;3;0;1;7
73;6;4;1;1;1;7
74;6;5;0;0;1;7
75;6;3;2;0;0;7
76;6;1;4;0;1;7
77;6;4;3;0;1;7
78;6;2;3;0;1;7
79;6;4;2;0;1;7
80;6;3;3;0;1;7
81;6;3;1;0;1;7
82;6;2;4;0;1;7
83;6;1;5;0;1;7
84;6;5;1;0;1;7
85;6;4;2;0;1;7
86;6;5;1;0;0;7
87;6;2;3;0;1;7
88;6;1;4;0;1;7
89;6;3;3;0;1;7
90;6;3;4;0;0;7
91;6;3;2;0;1;7
92;6;3;4;0;1;7
93;6;5;1;0;1;7
94;6;3;2;0;1;7
95;6;4;2;0;0;7
96;6;3;2;0;1;7
97;6;5;2;0;1;7
98;6;4;1;0;1;7
99;6;2;3;0;1;7
100;6;4;2;0;1;7
101;6;2;3;0;0;7
102;6;3;4;0;1;7
103;6;3;3;0;1;7
104;6;5;1;0;1;7
105;6;3;3;0;0;7
106;6;2;3;0;1;7
107;6;2;3;0;1;7
108;6;2;5;0;1;7
109;6;5;1;0;1;7
110;6;6;0;0;1;7
111;6;5;1;0;1;7
112;6;4;1;0;0;7
113;6;2;2;0;1;7
114;6;2;5;0;1;7
115;6;5;2;0;1;7
116;6;5;0;0;1;7
117;6;2;2;0;0;7
118;6;2;4;0;1;7
119;6;3;3;0;1;7
120;6;3;3;0;1;7
121;6;5;1;0;1;7
122;6;5;0;0;1;7
123;6;4;1;0;0;7
124;6;1;4;0;1;7
125;6;2;4;0;1;7
126;6;4;2;1;1;7
127;6;4;2;0;1;7
128;6;4;1;1;0;7
129;6;3;2;0;1;7
130;6;3;3;0;1;7
131;6;3;3;0;1;7
132;6;1;4;0;0;7
133;6;3;3;0;1;7
134;6;4;3;0;1;7
135;6;2;3;0;1;7
136;6;3;1;1;0;7
137;6;2;4;0;1;7
138;6;3;4;0;1;7
139;6;3;2;0;1;7
140;6;3;4;0;1;7
141;6;2;3;0;0;7
142;6;3;3;0;1;7
143;6;3;3;0;1;7
144;6;5;1;1;1;7
145;6;2;1;1;0;7
146;6;3;4;0;1;7
147;6;2;4;0;1;7
148;6;5;1;0;1;7
149;6;4;1;1;1;7
150;6;4;0;0;1;7
151;6;2;4;0;0;7
152;6;2;3;0;1;7
153;6;5;2;0;1;7
154;6;4;0;0;1;7
155;6;3;2;0;0;7
156;6;2;4;0;1;7
157;6;2;4;0;1;7
158;6;4;1;1;1;7
159;6;4;1;1;0;7
160;6;3;2;0;1;7
161;6;2;3;0;1;7
162;6;5;1;0;1;7
163;6;2;2;1;0;7
164;6;3;3;0;1;7
165;6;3;2;0;1;7
166;6;1;4;0;1;7
167;6;1;5;0;1;7
168;6;2;5;0;1;7
169;6;7;0;0;1;7
170;6;4;0;0;0;7
171;6;3;3;0;1;7
172;6;1;4;0;1;7
173;6;1;5;0;1;7
174;6;3;3;0;1;7
175;6;4;3;0;1;7
176;6;4;1;1;0;7
177;6;4;2;0;1;7
178;6;2;1;0;1;7
179;6;2;4;1;1;7
180;6;2;3;1;1;7
181;6;4;2;0;1;7
182;6;5;1;0;0;7
183;6;3;2;0;1;7
184;6;1;4;0;1;7
185;6;2;4;0;1;7
186;6;3;3;0;1;7
187;6;4;2;0;1;7
188;6;4;1;0;0;7
189;6;2;4;0;1;7
190;6;2;3;0;1;7
191;6;4;3;0;1;7
192;6;3;2;0;1;7
193;6;2;4;0;1;7
194;6;2;4;0;0;7
195;6;3;4;0;1;7
196;6;4;2;0;1;7
197;6;5;0;0;1;7
198;6;5;2;0;0;7
199;6;3;1;0;1;7
200;6;2;3;0;1;7
201;6;3;4;0;1;7
202;6;4;1;0;0;7
203;6;3;3;0;1;7
204;6;2;4;0;1;7
205;6;2;3;0;1;7
206;6;4;3;0;1;7
207;6;6;1;0;1;7
208;6;3;1;0;0;7
209;6;3;3;0;1;7
210;6;3;3;0;1;7
211;6;4;2;0;1;7
212;6;4;2;0;1;7
213;6;4;2;0;1;7
214;6;1;3;0;1;7
215;6;0;5;1;1;7
216;6;3;4;0;1;7
217;6;4;1;0;0;7
