State Observation from node 8 at different cw 
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.32168e+09ns	+0ns	CCA_BUSY	178	47
+2.32168e+09ns	+728000ns	RX	178	47
+2.32241e+09ns	+2.49313e+06ns	IDLE	178	47
+2.3249e+09ns	+36000ns	CCA_BUSY	178	47
+2.32494e+09ns	+0ns	CCA_BUSY	178	47
+2.32494e+09ns	+728000ns	RX	178	47
+2.32567e+09ns	+1.3608e+07ns	IDLE	178	47
+2.33927e+09ns	+36000ns	CCA_BUSY	178	47
+2.33931e+09ns	+0ns	CCA_BUSY	178	47
+2.33931e+09ns	+728000ns	RX	178	47
+2.34004e+09ns	+9.96178e+06ns	IDLE	178	47
+2.35e+09ns	+250000ns	SWITCHING	178	47
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.35025e+09ns	+4.975e+07ns	IDLE	172	48
+2.4e+09ns	+250000ns	SWITCHING	172	48
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.40025e+09ns	+3.808e+06ns	IDLE	178	49
+2.40406e+09ns	+768000ns	TX	178	49
+2.40483e+09ns	+16ns	CCA_BUSY	178	49
+2.40483e+09ns	+7.12402e+06ns	IDLE	178	49
+2.41195e+09ns	+36000ns	CCA_BUSY	178	49
+2.41199e+09ns	+0ns	CCA_BUSY	178	49
+2.41199e+09ns	+728000ns	RX	178	49
+2.41271e+09ns	+6.48413e+06ns	IDLE	178	49
+2.4192e+09ns	+36000ns	CCA_BUSY	178	49
+2.41923e+09ns	+0ns	CCA_BUSY	178	49
+2.41923e+09ns	+728000ns	RX	178	49
+2.41996e+09ns	+2.5802e+07ns	IDLE	178	49
+2.44576e+09ns	+36000ns	CCA_BUSY	178	49
+2.4458e+09ns	+0ns	CCA_BUSY	178	49
+2.4458e+09ns	+728000ns	RX	178	49
+2.44653e+09ns	+3.47184e+06ns	IDLE	178	49
+2.45e+09ns	+250000ns	SWITCHING	178	49
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.45025e+09ns	+4.975e+07ns	IDLE	172	50
+2.5e+09ns	+250000ns	SWITCHING	172	50
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.50025e+09ns	+3.808e+06ns	IDLE	178	51
+2.50406e+09ns	+768000ns	TX	178	51
+2.50483e+09ns	+33ns	CCA_BUSY	178	51
+2.50483e+09ns	+100999ns	IDLE	178	51
+2.50493e+09ns	+36000ns	CCA_BUSY	178	51
+2.50496e+09ns	+0ns	CCA_BUSY	178	51
+2.50496e+09ns	+728000ns	RX	178	51
+2.50569e+09ns	+2.12002e+07ns	IDLE	178	51
+2.52689e+09ns	+36000ns	CCA_BUSY	178	51
+2.52693e+09ns	+0ns	CCA_BUSY	178	51
+2.52693e+09ns	+728000ns	RX	178	51
+2.52766e+09ns	+2.23448e+07ns	IDLE	178	51
+2.55e+09ns	+250000ns	SWITCHING	178	51
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.55025e+09ns	+4.975e+07ns	IDLE	172	52
+2.6e+09ns	+250000ns	SWITCHING	172	52
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.60025e+09ns	+3.808e+06ns	IDLE	178	53
+2.60406e+09ns	+768000ns	TX	178	53
+2.60483e+09ns	+33ns	CCA_BUSY	178	53
+2.60483e+09ns	+88067ns	IDLE	178	53
+2.60491e+09ns	+36000ns	CCA_BUSY	178	53
+2.60495e+09ns	+0ns	CCA_BUSY	178	53
+2.60495e+09ns	+728000ns	RX	178	53
+2.60568e+09ns	+1.9666e+07ns	IDLE	178	53
+2.62534e+09ns	+36000ns	CCA_BUSY	178	53
+2.62538e+09ns	+0ns	CCA_BUSY	178	53
+2.62538e+09ns	+728000ns	RX	178	53
+2.62611e+09ns	+1.13072e+07ns	IDLE	178	53
+2.63742e+09ns	+36000ns	CCA_BUSY	178	53
+2.63745e+09ns	+0ns	CCA_BUSY	178	53
+2.63745e+09ns	+728000ns	RX	178	53
+2.63818e+09ns	+1.18207e+07ns	IDLE	178	53
+2.65e+09ns	+250000ns	SWITCHING	178	53
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.65025e+09ns	+4.975e+07ns	IDLE	172	54
+2.7e+09ns	+250000ns	SWITCHING	172	54
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.70025e+09ns	+3.808e+06ns	IDLE	178	55
+2.70406e+09ns	+768000ns	TX	178	55
+2.70483e+09ns	+16ns	CCA_BUSY	178	55
+2.70483e+09ns	+429033ns	IDLE	178	55
+2.70526e+09ns	+36000ns	CCA_BUSY	178	55
+2.70529e+09ns	+0ns	CCA_BUSY	178	55
+2.70529e+09ns	+728000ns	RX	178	55
+2.70602e+09ns	+1.106e+07ns	IDLE	178	55
+2.71708e+09ns	+36000ns	CCA_BUSY	178	55
+2.71712e+09ns	+0ns	CCA_BUSY	178	55
+2.71712e+09ns	+728000ns	RX	178	55
+2.71784e+09ns	+3.21569e+07ns	IDLE	178	55
+2.75e+09ns	+250000ns	SWITCHING	178	55
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.75025e+09ns	+4.975e+07ns	IDLE	172	56
+2.8e+09ns	+250000ns	SWITCHING	172	56
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.80025e+09ns	+3.81202e+06ns	IDLE	178	57
+2.80406e+09ns	+36000ns	CCA_BUSY	178	57
+2.8041e+09ns	+0ns	CCA_BUSY	178	57
+2.8041e+09ns	+728000ns	RX	178	57
+2.80483e+09ns	+9.18807e+06ns	IDLE	178	57
+2.81401e+09ns	+36000ns	CCA_BUSY	178	57
+2.81405e+09ns	+0ns	CCA_BUSY	178	57
+2.81405e+09ns	+728000ns	RX	178	57
+2.81478e+09ns	+87999ns	IDLE	178	57
+2.81487e+09ns	+36000ns	CCA_BUSY	178	57
+2.8149e+09ns	+0ns	CCA_BUSY	178	57
+2.8149e+09ns	+728000ns	RX	178	57
+2.81563e+09ns	+6.558e+06ns	IDLE	178	57
+2.82219e+09ns	+768000ns	TX	178	57
+2.82296e+09ns	+1.2972e+06ns	IDLE	178	57
+2.82425e+09ns	+36000ns	CCA_BUSY	178	57
+2.82429e+09ns	+0ns	CCA_BUSY	178	57
+2.82429e+09ns	+728000ns	RX	178	57
+2.82502e+09ns	+2.49827e+07ns	IDLE	178	57
+2.85e+09ns	+250000ns	SWITCHING	178	57
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.85025e+09ns	+4.975e+07ns	IDLE	172	58
+2.9e+09ns	+250000ns	SWITCHING	172	58
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.90025e+09ns	+3.82502e+06ns	IDLE	178	59
+2.90408e+09ns	+36000ns	CCA_BUSY	178	59
+2.90411e+09ns	+0ns	CCA_BUSY	178	59
+2.90411e+09ns	+728000ns	RX	178	59
+2.90484e+09ns	+49100ns	IDLE	178	59
+2.90489e+09ns	+36000ns	CCA_BUSY	178	59
+2.90492e+09ns	+0ns	CCA_BUSY	178	59
+2.90492e+09ns	+728000ns	RX	178	59
+2.90565e+09ns	+1.4206e+07ns	IDLE	178	59
+2.91986e+09ns	+36000ns	CCA_BUSY	178	59
+2.91989e+09ns	+0ns	CCA_BUSY	178	59
+2.91989e+09ns	+728000ns	RX	178	59
+2.92062e+09ns	+1.2971e+07ns	IDLE	178	59
+2.93359e+09ns	+36000ns	CCA_BUSY	178	59
+2.93363e+09ns	+0ns	CCA_BUSY	178	59
+2.93363e+09ns	+728000ns	RX	178	59
+2.93436e+09ns	+1.25291e+07ns	IDLE	178	59
+2.94689e+09ns	+36000ns	CCA_BUSY	178	59
+2.94692e+09ns	+0ns	CCA_BUSY	178	59
+2.94692e+09ns	+728000ns	RX	178	59
+2.94765e+09ns	+2.34972e+06ns	IDLE	178	59
+2.95e+09ns	+250000ns	SWITCHING	178	59
TimeStart 	 Duration 	 state 	 channel 	 cw 
+2.95025e+09ns	+4.975e+07ns	IDLE	172	60
+3e+09ns	+250000ns	SWITCHING	172	60
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.00025e+09ns	+3.808e+06ns	IDLE	178	61
+3.00406e+09ns	+768000ns	TX	178	61
+3.00483e+09ns	+9.72112e+06ns	IDLE	178	61
+3.01455e+09ns	+36000ns	CCA_BUSY	178	61
+3.01458e+09ns	+0ns	CCA_BUSY	178	61
+3.01458e+09ns	+728000ns	RX	178	61
+3.01531e+09ns	+1.0696e+07ns	IDLE	178	61
+3.02601e+09ns	+36000ns	CCA_BUSY	178	61
+3.02604e+09ns	+0ns	CCA_BUSY	178	61
+3.02604e+09ns	+728000ns	RX	178	61
+3.02677e+09ns	+1.43101e+07ns	IDLE	178	61
+3.04108e+09ns	+36000ns	CCA_BUSY	178	61
+3.04112e+09ns	+0ns	CCA_BUSY	178	61
+3.04112e+09ns	+728000ns	RX	178	61
+3.04185e+09ns	+1.544e+06ns	IDLE	178	61
+3.04339e+09ns	+36000ns	CCA_BUSY	178	61
+3.04343e+09ns	+0ns	CCA_BUSY	178	61
+3.04343e+09ns	+728000ns	RX	178	61
+3.04415e+09ns	+5.84678e+06ns	IDLE	178	61
+3.05e+09ns	+250000ns	SWITCHING	178	61
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.05025e+09ns	+4.975e+07ns	IDLE	172	62
+3.1e+09ns	+250000ns	SWITCHING	172	62
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.10025e+09ns	+3.808e+06ns	IDLE	178	63
+3.10406e+09ns	+768000ns	TX	178	63
+3.10483e+09ns	+2.41381e+07ns	IDLE	178	63
+3.12896e+09ns	+36000ns	CCA_BUSY	178	63
+3.129e+09ns	+0ns	CCA_BUSY	178	63
+3.129e+09ns	+728000ns	RX	178	63
+3.12973e+09ns	+2.38903e+06ns	IDLE	178	63
+3.13212e+09ns	+36000ns	CCA_BUSY	178	63
+3.13215e+09ns	+0ns	CCA_BUSY	178	63
+3.13215e+09ns	+728000ns	RX	178	63
+3.13288e+09ns	+3.13003e+06ns	IDLE	178	63
+3.13601e+09ns	+36000ns	CCA_BUSY	178	63
+3.13605e+09ns	+0ns	CCA_BUSY	178	63
+3.13605e+09ns	+728000ns	RX	178	63
+3.13678e+09ns	+1.32248e+07ns	IDLE	178	63
+3.15e+09ns	+250000ns	SWITCHING	178	63
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.15025e+09ns	+4.975e+07ns	IDLE	172	64
+3.2e+09ns	+250000ns	SWITCHING	172	64
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.20025e+09ns	+3.808e+06ns	IDLE	178	65
+3.20406e+09ns	+768000ns	TX	178	65
+3.20483e+09ns	+33ns	CCA_BUSY	178	65
+3.20483e+09ns	+881050ns	IDLE	178	65
+3.20571e+09ns	+36000ns	CCA_BUSY	178	65
+3.20574e+09ns	+0ns	CCA_BUSY	178	65
+3.20574e+09ns	+728000ns	RX	178	65
+3.20647e+09ns	+1.35951e+07ns	IDLE	178	65
+3.22007e+09ns	+36000ns	CCA_BUSY	178	65
+3.2201e+09ns	+0ns	CCA_BUSY	178	65
+3.2201e+09ns	+728000ns	RX	178	65
+3.22083e+09ns	+1.8197e+07ns	IDLE	178	65
+3.23903e+09ns	+36000ns	CCA_BUSY	178	65
+3.23906e+09ns	+0ns	CCA_BUSY	178	65
+3.23906e+09ns	+728000ns	RX	178	65
+3.23979e+09ns	+4.196e+06ns	IDLE	178	65
+3.24399e+09ns	+36000ns	CCA_BUSY	178	65
+3.24402e+09ns	+0ns	CCA_BUSY	178	65
+3.24402e+09ns	+728000ns	RX	178	65
+3.24475e+09ns	+5.24882e+06ns	IDLE	178	65
+3.25e+09ns	+250000ns	SWITCHING	178	65
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.25025e+09ns	+4.975e+07ns	IDLE	172	66
+3.3e+09ns	+250000ns	SWITCHING	172	66
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.30025e+09ns	+3.81202e+06ns	IDLE	178	67
+3.30406e+09ns	+36000ns	CCA_BUSY	178	67
+3.3041e+09ns	+0ns	CCA_BUSY	178	67
+3.3041e+09ns	+728000ns	RX	178	67
+3.30483e+09ns	+17ns	CCA_BUSY	178	67
+3.30483e+09ns	+8.118e+06ns	IDLE	178	67
+3.31294e+09ns	+768000ns	TX	178	67
+3.31371e+09ns	+1.93403e+06ns	IDLE	178	67
+3.31565e+09ns	+36000ns	CCA_BUSY	178	67
+3.31568e+09ns	+0ns	CCA_BUSY	178	67
+3.31568e+09ns	+728000ns	RX	178	67
+3.31641e+09ns	+1.17361e+07ns	IDLE	178	67
+3.32815e+09ns	+36000ns	CCA_BUSY	178	67
+3.32818e+09ns	+0ns	CCA_BUSY	178	67
+3.32818e+09ns	+728000ns	RX	178	67
+3.32891e+09ns	+9.3571e+06ns	IDLE	178	67
+3.33827e+09ns	+36000ns	CCA_BUSY	178	67
+3.3383e+09ns	+0ns	CCA_BUSY	178	67
+3.3383e+09ns	+728000ns	RX	178	67
+3.33903e+09ns	+1.09688e+07ns	IDLE	178	67
+3.35e+09ns	+250000ns	SWITCHING	178	67
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.35025e+09ns	+4.975e+07ns	IDLE	172	68
+3.4e+09ns	+250000ns	SWITCHING	172	68
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.40025e+09ns	+3.81202e+06ns	IDLE	178	69
+3.40406e+09ns	+36000ns	CCA_BUSY	178	69
+3.4041e+09ns	+0ns	CCA_BUSY	178	69
+3.4041e+09ns	+728000ns	RX	178	69
+3.40483e+09ns	+1.67407e+06ns	IDLE	178	69
+3.4065e+09ns	+36000ns	CCA_BUSY	178	69
+3.40654e+09ns	+0ns	CCA_BUSY	178	69
+3.40654e+09ns	+728000ns	RX	178	69
+3.40726e+09ns	+1.808e+07ns	IDLE	178	69
+3.42534e+09ns	+36000ns	CCA_BUSY	178	69
+3.42538e+09ns	+0ns	CCA_BUSY	178	69
+3.42538e+09ns	+728000ns	RX	178	69
+3.42611e+09ns	+2.38919e+07ns	IDLE	178	69
+3.45e+09ns	+250000ns	SWITCHING	178	69
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.45025e+09ns	+4.975e+07ns	IDLE	172	70
+3.5e+09ns	+250000ns	SWITCHING	172	70
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.50025e+09ns	+3.808e+06ns	IDLE	178	71
+3.50406e+09ns	+768000ns	TX	178	71
+3.50483e+09ns	+6.60405e+06ns	IDLE	178	71
+3.51143e+09ns	+36000ns	CCA_BUSY	178	71
+3.51147e+09ns	+0ns	CCA_BUSY	178	71
+3.51147e+09ns	+728000ns	RX	178	71
+3.51219e+09ns	+4.18303e+06ns	IDLE	178	71
+3.51638e+09ns	+36000ns	CCA_BUSY	178	71
+3.51641e+09ns	+0ns	CCA_BUSY	178	71
+3.51641e+09ns	+728000ns	RX	178	71
+3.51714e+09ns	+8.83703e+06ns	IDLE	178	71
+3.52598e+09ns	+36000ns	CCA_BUSY	178	71
+3.52601e+09ns	+0ns	CCA_BUSY	178	71
+3.52601e+09ns	+728000ns	RX	178	71
+3.52674e+09ns	+2.32579e+07ns	IDLE	178	71
+3.55e+09ns	+250000ns	SWITCHING	178	71
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.55025e+09ns	+4.975e+07ns	IDLE	172	72
+3.6e+09ns	+250000ns	SWITCHING	172	72
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.60025e+09ns	+3.808e+06ns	IDLE	178	73
+3.60406e+09ns	+768000ns	TX	178	73
+3.60483e+09ns	+3.42912e+06ns	IDLE	178	73
+3.60826e+09ns	+36000ns	CCA_BUSY	178	73
+3.60829e+09ns	+0ns	CCA_BUSY	178	73
+3.60829e+09ns	+728000ns	RX	178	73
+3.60902e+09ns	+100999ns	IDLE	178	73
+3.60912e+09ns	+36000ns	CCA_BUSY	178	73
+3.60916e+09ns	+0ns	CCA_BUSY	178	73
+3.60916e+09ns	+728000ns	RX	178	73
+3.60988e+09ns	+1.2308e+07ns	IDLE	178	73
+3.62219e+09ns	+36000ns	CCA_BUSY	178	73
+3.62223e+09ns	+0ns	CCA_BUSY	178	73
+3.62223e+09ns	+728000ns	RX	178	73
+3.62296e+09ns	+2.70439e+07ns	IDLE	178	73
+3.65e+09ns	+250000ns	SWITCHING	178	73
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.65025e+09ns	+4.975e+07ns	IDLE	172	74
+3.7e+09ns	+250000ns	SWITCHING	172	74
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.70025e+09ns	+3.81202e+06ns	IDLE	178	75
+3.70406e+09ns	+764000ns	CCA_BUSY	178	75
+3.70483e+09ns	+71000ns	IDLE	178	75
+3.7049e+09ns	+768000ns	TX	178	75
+3.70567e+09ns	+6.8482e+06ns	IDLE	178	75
+3.71251e+09ns	+36000ns	CCA_BUSY	178	75
+3.71255e+09ns	+0ns	CCA_BUSY	178	75
+3.71255e+09ns	+728000ns	RX	178	75
+3.71328e+09ns	+2.2006e+07ns	IDLE	178	75
+3.73528e+09ns	+36000ns	CCA_BUSY	178	75
+3.73532e+09ns	+0ns	CCA_BUSY	178	75
+3.73532e+09ns	+728000ns	RX	178	75
+3.73605e+09ns	+8.86307e+06ns	IDLE	178	75
+3.74491e+09ns	+36000ns	CCA_BUSY	178	75
+3.74495e+09ns	+0ns	CCA_BUSY	178	75
+3.74495e+09ns	+728000ns	RX	178	75
+3.74567e+09ns	+4.32572e+06ns	IDLE	178	75
+3.75e+09ns	+250000ns	SWITCHING	178	75
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.75025e+09ns	+4.975e+07ns	IDLE	172	76
+3.8e+09ns	+250000ns	SWITCHING	172	76
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.80025e+09ns	+3.81202e+06ns	IDLE	178	77
+3.80406e+09ns	+764000ns	CCA_BUSY	178	77
+3.80483e+09ns	+1.7816e+07ns	IDLE	178	77
+3.82264e+09ns	+768000ns	TX	178	77
+3.82341e+09ns	+1.23861e+07ns	IDLE	178	77
+3.8358e+09ns	+36000ns	CCA_BUSY	178	77
+3.83583e+09ns	+0ns	CCA_BUSY	178	77
+3.83583e+09ns	+728000ns	RX	178	77
+3.83656e+09ns	+1.34399e+07ns	IDLE	178	77
+3.85e+09ns	+250000ns	SWITCHING	178	77
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.85025e+09ns	+4.975e+07ns	IDLE	172	78
+3.9e+09ns	+250000ns	SWITCHING	172	78
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.90025e+09ns	+3.81202e+06ns	IDLE	178	79
+3.90406e+09ns	+36000ns	CCA_BUSY	178	79
+3.9041e+09ns	+0ns	CCA_BUSY	178	79
+3.9041e+09ns	+728000ns	RX	178	79
+3.90483e+09ns	+17ns	CCA_BUSY	178	79
+3.90483e+09ns	+2.3198e+07ns	IDLE	178	79
+3.92802e+09ns	+768000ns	TX	178	79
+3.92879e+09ns	+2.90903e+06ns	IDLE	178	79
+3.9317e+09ns	+36000ns	CCA_BUSY	178	79
+3.93174e+09ns	+0ns	CCA_BUSY	178	79
+3.93174e+09ns	+728000ns	RX	178	79
+3.93247e+09ns	+1.75349e+07ns	IDLE	178	79
+3.95e+09ns	+250000ns	SWITCHING	178	79
TimeStart 	 Duration 	 state 	 channel 	 cw 
+3.95025e+09ns	+4.975e+07ns	IDLE	172	80
+4e+09ns	+250000ns	SWITCHING	172	80
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.00025e+09ns	+3.81203e+06ns	IDLE	178	81
+4.00406e+09ns	+764000ns	CCA_BUSY	178	81
+4.00483e+09ns	+1.78981e+07ns	IDLE	178	81
+4.02272e+09ns	+36000ns	CCA_BUSY	178	81
+4.02276e+09ns	+0ns	CCA_BUSY	178	81
+4.02276e+09ns	+728000ns	RX	178	81
+4.02349e+09ns	+2.24603e+06ns	IDLE	178	81
+4.02573e+09ns	+36000ns	CCA_BUSY	178	81
+4.02577e+09ns	+0ns	CCA_BUSY	178	81
+4.02577e+09ns	+728000ns	RX	178	81
+4.0265e+09ns	+3.633e+06ns	IDLE	178	81
+4.03013e+09ns	+768000ns	TX	178	81
+4.0309e+09ns	+1.91009e+07ns	IDLE	178	81
+4.05e+09ns	+250000ns	SWITCHING	178	81
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.05025e+09ns	+4.975e+07ns	IDLE	172	82
+4.1e+09ns	+250000ns	SWITCHING	172	82
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.10025e+09ns	+3.81202e+06ns	IDLE	178	83
+4.10406e+09ns	+36000ns	CCA_BUSY	178	83
+4.1041e+09ns	+0ns	CCA_BUSY	178	83
+4.1041e+09ns	+728000ns	RX	178	83
+4.10483e+09ns	+17ns	CCA_BUSY	178	83
+4.10483e+09ns	+2.22305e+06ns	IDLE	178	83
+4.10705e+09ns	+36000ns	CCA_BUSY	178	83
+4.10709e+09ns	+0ns	CCA_BUSY	178	83
+4.10709e+09ns	+728000ns	RX	178	83
+4.10781e+09ns	+2.7115e+07ns	IDLE	178	83
+4.13493e+09ns	+36000ns	CCA_BUSY	178	83
+4.13496e+09ns	+0ns	CCA_BUSY	178	83
+4.13496e+09ns	+728000ns	RX	178	83
+4.13569e+09ns	+8.38217e+06ns	IDLE	178	83
+4.14407e+09ns	+36000ns	CCA_BUSY	178	83
+4.14411e+09ns	+0ns	CCA_BUSY	178	83
+4.14411e+09ns	+728000ns	RX	178	83
+4.14484e+09ns	+734000ns	IDLE	178	83
+4.14557e+09ns	+768000ns	TX	178	83
+4.14634e+09ns	+3.65972e+06ns	IDLE	178	83
+4.15e+09ns	+250000ns	SWITCHING	178	83
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.15025e+09ns	+4.975e+07ns	IDLE	172	84
+4.2e+09ns	+250000ns	SWITCHING	172	84
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.20025e+09ns	+3.81202e+06ns	IDLE	178	85
+4.20406e+09ns	+36000ns	CCA_BUSY	178	85
+4.2041e+09ns	+0ns	CCA_BUSY	178	85
+4.2041e+09ns	+728000ns	RX	178	85
+4.20483e+09ns	+1.16717e+06ns	IDLE	178	85
+4.20599e+09ns	+36000ns	CCA_BUSY	178	85
+4.20603e+09ns	+0ns	CCA_BUSY	178	85
+4.20603e+09ns	+728000ns	RX	178	85
+4.20676e+09ns	+8.07e+06ns	IDLE	178	85
+4.21483e+09ns	+36000ns	CCA_BUSY	178	85
+4.21486e+09ns	+0ns	CCA_BUSY	178	85
+4.21486e+09ns	+728000ns	RX	178	85
+4.21559e+09ns	+9.643e+06ns	IDLE	178	85
+4.22523e+09ns	+36000ns	CCA_BUSY	178	85
+4.22527e+09ns	+0ns	CCA_BUSY	178	85
+4.22527e+09ns	+728000ns	RX	178	85
+4.226e+09ns	+6.64007e+06ns	IDLE	178	85
+4.23264e+09ns	+36000ns	CCA_BUSY	178	85
+4.23267e+09ns	+0ns	CCA_BUSY	178	85
+4.23267e+09ns	+728000ns	RX	178	85
+4.2334e+09ns	+1.1944e+07ns	IDLE	178	85
+4.24535e+09ns	+36000ns	CCA_BUSY	178	85
+4.24538e+09ns	+0ns	CCA_BUSY	178	85
+4.24538e+09ns	+728000ns	RX	178	85
+4.24611e+09ns	+3.88972e+06ns	IDLE	178	85
+4.25e+09ns	+250000ns	SWITCHING	178	85
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.25025e+09ns	+4.975e+07ns	IDLE	172	86
+4.3e+09ns	+250000ns	SWITCHING	172	86
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.30025e+09ns	+3.808e+06ns	IDLE	178	87
+4.30406e+09ns	+768000ns	TX	178	87
+4.30483e+09ns	+75032ns	IDLE	178	87
+4.3049e+09ns	+36000ns	CCA_BUSY	178	87
+4.30494e+09ns	+0ns	CCA_BUSY	178	87
+4.30494e+09ns	+728000ns	RX	178	87
+4.30567e+09ns	+2.77917e+06ns	IDLE	178	87
+4.30844e+09ns	+36000ns	CCA_BUSY	178	87
+4.30848e+09ns	+0ns	CCA_BUSY	178	87
+4.30848e+09ns	+728000ns	RX	178	87
+4.30921e+09ns	+2.6621e+07ns	IDLE	178	87
+4.33583e+09ns	+36000ns	CCA_BUSY	178	87
+4.33587e+09ns	+0ns	CCA_BUSY	178	87
+4.33587e+09ns	+728000ns	RX	178	87
+4.33659e+09ns	+1.34068e+07ns	IDLE	178	87
+4.35e+09ns	+250000ns	SWITCHING	178	87
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.35025e+09ns	+4.975e+07ns	IDLE	172	88
+4.4e+09ns	+250000ns	SWITCHING	172	88
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.40025e+09ns	+3.808e+06ns	IDLE	178	89
+4.40406e+09ns	+768000ns	TX	178	89
+4.40483e+09ns	+33ns	CCA_BUSY	178	89
+4.40483e+09ns	+1.5389e+07ns	IDLE	178	89
+4.42022e+09ns	+36000ns	CCA_BUSY	178	89
+4.42025e+09ns	+0ns	CCA_BUSY	178	89
+4.42025e+09ns	+728000ns	RX	178	89
+4.42098e+09ns	+3.68917e+06ns	IDLE	178	89
+4.42467e+09ns	+36000ns	CCA_BUSY	178	89
+4.4247e+09ns	+0ns	CCA_BUSY	178	89
+4.4247e+09ns	+728000ns	RX	178	89
+4.42543e+09ns	+2.45678e+07ns	IDLE	178	89
+4.45e+09ns	+250000ns	SWITCHING	178	89
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.45025e+09ns	+4.975e+07ns	IDLE	172	90
+4.5e+09ns	+250000ns	SWITCHING	172	90
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.50025e+09ns	+3.808e+06ns	IDLE	178	91
+4.50406e+09ns	+768000ns	TX	178	91
+4.50483e+09ns	+33ns	CCA_BUSY	178	91
+4.50483e+09ns	+1.43621e+07ns	IDLE	178	91
+4.51919e+09ns	+36000ns	CCA_BUSY	178	91
+4.51922e+09ns	+0ns	CCA_BUSY	178	91
+4.51922e+09ns	+728000ns	RX	178	91
+4.51995e+09ns	+3.00479e+07ns	IDLE	178	91
+4.55e+09ns	+250000ns	SWITCHING	178	91
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.55025e+09ns	+4.975e+07ns	IDLE	172	92
+4.6e+09ns	+250000ns	SWITCHING	172	92
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.60025e+09ns	+3.81202e+06ns	IDLE	178	93
+4.60406e+09ns	+36000ns	CCA_BUSY	178	93
+4.6041e+09ns	+0ns	CCA_BUSY	178	93
+4.6041e+09ns	+728000ns	RX	178	93
+4.60483e+09ns	+5.74308e+06ns	IDLE	178	93
+4.61057e+09ns	+36000ns	CCA_BUSY	178	93
+4.61061e+09ns	+0ns	CCA_BUSY	178	93
+4.61061e+09ns	+728000ns	RX	178	93
+4.61133e+09ns	+8.36903e+06ns	IDLE	178	93
+4.6197e+09ns	+36000ns	CCA_BUSY	178	93
+4.61974e+09ns	+0ns	CCA_BUSY	178	93
+4.61974e+09ns	+728000ns	RX	178	93
+4.62047e+09ns	+2.684e+06ns	IDLE	178	93
+4.62315e+09ns	+768000ns	TX	178	93
+4.62392e+09ns	+1.20091e+07ns	IDLE	178	93
+4.63593e+09ns	+36000ns	CCA_BUSY	178	93
+4.63596e+09ns	+0ns	CCA_BUSY	178	93
+4.63596e+09ns	+728000ns	RX	178	93
+4.63669e+09ns	+1.33088e+07ns	IDLE	178	93
+4.65e+09ns	+250000ns	SWITCHING	178	93
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.65025e+09ns	+4.975e+07ns	IDLE	172	94
+4.7e+09ns	+250000ns	SWITCHING	172	94
TimeStart 	 Duration 	 state 	 channel 	 cw 
+4.70025e+09ns	+3.81202e+06ns	IDLE	178	95
