Observation from node 1 : 
nodeid 	 ls 	 lc 	 le 	 ltx 	 minRxPower(snr) 	 maxRxPower(snr) 	 channelNumber 	 cwid 	 label(jammed or not)	 number of neighbors 
1	5	2	0	0	0	5995.96	178	219	0	8
1	0	0	0	0	0	0	172	220	0	8
1	7	0	0	0	0	47967.7	178	221	0	8
1	0	0	0	0	0	0	172	222	0	8
1	6	1	0	0	0	5995.96	178	223	0	8
1	0	0	0	0	0	0	172	224	0	8
1	3	2	0	0	0	47967.7	178	225	0	8
1	0	0	0	0	0	0	172	226	0	8
1	2	3	0	0	0	1776.58	178	227	0	8
1	0	0	0	0	0	0	172	228	0	8
1	3	5	0	0	0	1776.58	178	229	0	8
1	0	0	0	0	0	0	172	230	0	8
1	6	2	0	0	0	5995.96	178	231	0	8
1	0	0	0	0	0	0	172	232	0	8
1	6	0	0	0	0	47967.7	178	233	0	8
1	0	0	0	0	0	0	172	234	0	8
1	1	3	0	0	0	222.072	178	235	0	8
1	0	0	0	0	0	0	172	236	0	8
1	3	4	0	0	0	1776.58	178	237	0	8
1	0	0	0	0	0	0	172	238	0	8
1	4	3	0	0	0	1776.58	178	239	0	8
1	0	0	0	0	0	0	172	240	0	8
1	4	3	0	0	0	1776.58	178	241	0	8
1	0	0	0	0	0	0	172	242	0	8
1	6	1	0	0	0	47967.7	178	243	0	8
1	0	0	0	0	0	0	172	244	0	8
1	6	0	0	0	0	47967.7	178	245	0	8
1	0	0	0	0	0	0	172	246	0	8
1	4	1	0	0	0	1776.58	178	247	0	8
1	0	0	0	0	0	0	172	248	0	8
1	2	4	0	0	0	1776.58	178	249	0	8
1	0	0	0	0	0	0	172	250	0	8
1	2	5	0	0	0	47967.7	178	251	0	8
1	0	0	0	0	0	0	172	252	0	8
1	5	3	0	0	0	47967.7	178	253	0	8
1	0	0	0	0	0	0	172	254	0	8
1	4	3	0	0	0	47967.7	178	255	0	8
1	0	0	0	0	0	0	172	256	0	8
1	4	2	0	0	0	47967.7	178	257	0	8
1	0	0	0	0	0	0	172	258	0	8
1	4	2	0	0	0	749.495	178	259	0	8
1	0	0	0	0	0	0	172	260	0	8
1	5	2	0	0	0	749.495	178	261	0	8
1	0	0	0	0	0	0	172	262	0	8
1	4	3	0	0	0	749.495	178	263	0	8
1	0	0	0	0	0	0	172	264	0	8
1	2	3	0	0	0	222.072	178	265	0	8
1	0	0	0	0	0	0	172	266	0	8
1	3	4	0	0	0	47967.7	178	267	0	8
1	0	0	0	0	0	0	172	268	0	8
1	5	3	0	0	0	47967.7	178	269	0	8
1	0	0	0	0	0	0	172	270	0	8
1	3	3	0	0	0	47967.7	178	271	0	8
1	0	0	0	0	0	0	172	272	0	8
1	4	1	0	0	0	749.495	178	273	0	8
1	0	0	0	0	0	0	172	274	0	8
1	3	4	0	0	0	749.495	178	275	0	8
1	0	0	0	0	0	0	172	276	0	8
1	4	4	0	0	0	5995.96	178	277	0	8
1	0	0	0	0	0	0	172	278	0	8
1	4	2	0	0	0	5995.96	178	279	0	8
1	0	0	0	0	0	0	172	280	0	8
1	5	3	0	0	0	5995.96	178	281	0	8
1	0	0	0	0	0	0	172	282	0	8
1	3	2	0	0	0	139.847	178	283	0	8
1	0	0	0	0	0	0	172	284	0	8
1	3	4	0	0	0	47967.7	178	285	0	8
1	0	0	0	0	0	0	172	286	0	8
1	3	3	1	0	0	47967.7	178	287	0	8
1	0	0	0	0	0	0	172	288	0	8
1	6	2	0	0	0	47967.7	178	289	0	8
1	0	0	0	0	0	0	172	290	0	8
1	2	2	0	0	0	5995.96	178	291	0	8
1	0	0	0	0	0	0	172	292	0	8
1	4	4	0	0	0	5995.96	178	293	0	8
1	0	0	0	0	0	0	172	294	0	8
1	3	4	0	0	0	5995.96	178	295	0	8
1	0	0	0	0	0	0	172	296	0	8
1	6	1	0	0	0	47967.7	178	297	0	8
1	0	0	0	0	0	0	172	298	0	8
1	6	1	0	0	0	47967.7	178	299	0	8
1	0	0	0	0	0	0	172	300	0	8
1	5	0	0	0	0	5995.96	178	301	0	8
1	0	0	0	0	0	0	172	302	0	8
1	3	3	0	0	0	1776.58	178	303	0	8
1	0	0	0	0	0	0	172	304	0	8
1	2	4	0	0	0	47967.7	178	305	0	8
1	0	0	0	0	0	0	172	306	0	8
1	5	2	1	0	0	47967.7	178	307	0	8
1	0	0	0	0	0	0	172	308	0	8
1	5	0	0	0	0	1776.58	178	309	0	8
1	0	0	0	0	0	0	172	310	0	8
1	3	2	0	0	0	1776.58	178	311	0	8
1	0	0	0	0	0	0	172	312	0	8
1	3	4	0	0	0	5995.96	178	313	0	8
1	0	0	0	0	0	0	172	314	0	8
1	3	4	0	0	0	5995.96	178	315	0	8
1	0	0	0	0	0	0	172	316	0	8
1	6	1	0	0	0	47967.7	178	317	0	8
1	0	0	0	0	0	0	172	318	0	8
1	4	1	1	0	0	749.495	178	319	0	8
1	0	0	0	0	0	0	172	320	0	8
1	4	2	0	0	0	5995.96	178	321	0	8
1	0	0	0	0	0	0	172	322	0	8
1	3	3	0	0	0	5995.96	178	323	0	8
1	0	0	0	0	0	0	172	324	0	8
1	6	1	0	0	0	47967.7	178	325	0	8
1	0	0	0	0	0	0	172	326	0	8
1	2	3	0	0	0	47967.7	178	327	0	8
1	0	0	0	0	0	0	172	328	0	8
1	3	3	1	0	0	47967.7	178	329	0	8
1	0	0	0	0	0	0	172	330	0	8
1	3	3	0	0	0	5995.96	178	331	0	8
1	0	0	0	0	0	0	172	332	0	8
1	2	4	0	0	0	1776.58	178	333	0	8
1	0	0	0	0	0	0	172	334	0	8
1	2	5	0	0	0	222.072	178	335	0	8
1	0	0	0	0	0	0	172	336	0	8
1	3	5	0	0	0	222.072	178	337	0	8
1	0	0	0	0	0	0	172	338	0	8
1	8	0	0	0	0	47967.7	178	339	0	8
1	0	0	0	0	0	0	172	340	0	8
1	4	0	0	0	0	47967.7	178	341	0	8
1	0	0	0	0	0	0	172	342	0	8
1	4	3	0	0	0	47967.7	178	343	0	8
1	0	0	0	0	0	0	172	344	0	8
1	2	4	0	0	0	1776.58	178	345	0	8
1	0	0	0	0	0	0	172	346	0	8
1	3	4	0	0	0	5995.96	178	347	0	8
1	0	0	0	0	0	0	172	348	0	8
1	5	2	0	0	0	749.495	178	349	0	8
1	0	0	0	0	0	0	172	350	0	8
1	5	2	1	0	0	47967.7	178	351	0	8
1	0	0	0	0	0	0	172	352	0	8
1	4	1	1	0	0	47967.7	178	353	0	8
1	0	0	0	0	0	0	172	354	0	8
1	5	2	0	0	0	47967.7	178	355	0	8
1	0	0	0	0	0	0	172	356	0	8
1	3	1	0	0	0	5995.96	178	357	0	8
1	0	0	0	0	0	0	172	358	0	8
1	4	4	0	0	0	5995.96	178	359	0	8
1	0	0	0	0	0	0	172	360	0	8
1	4	3	0	0	0	749.495	178	361	0	8
1	0	0	0	0	0	0	172	362	0	8
1	5	2	0	0	0	47967.7	178	363	0	8
1	0	0	0	0	0	0	172	364	0	8
1	5	1	0	0	0	47967.7	178	365	0	8
1	0	0	0	0	0	0	172	366	0	8
1	3	3	0	0	0	5995.96	178	367	0	8
1	0	0	0	0	0	0	172	368	0	8
1	2	4	0	0	0	222.072	178	369	0	8
1	0	0	0	0	0	0	172	370	0	8
1	3	4	0	0	0	1776.58	178	371	0	8
1	0	0	0	0	0	0	172	372	0	8
1	4	3	0	0	0	1776.58	178	373	0	8
1	0	0	0	0	0	0	172	374	0	8
1	5	1	1	0	0	47967.7	178	375	0	8
1	0	0	0	0	0	0	172	376	0	8
1	4	1	0	0	0	5995.96	178	377	0	8
1	0	0	0	0	0	0	172	378	0	8
1	3	4	0	0	0	5995.96	178	379	0	8
1	0	0	0	0	0	0	172	380	0	8
1	2	4	0	0	0	47967.7	178	381	0	8
1	0	0	0	0	0	0	172	382	0	8
1	5	3	0	0	0	47967.7	178	383	0	8
1	0	0	0	0	0	0	172	384	0	8
1	4	2	0	0	0	1776.58	178	385	0	8
1	0	0	0	0	0	0	172	386	0	8
1	3	4	0	0	0	1776.58	178	387	0	8
1	0	0	0	0	0	0	172	388	0	8
1	2	4	0	0	0	222.072	178	389	0	8
1	0	0	0	0	0	0	172	390	0	8
1	4	4	0	0	0	5995.96	178	391	0	8
1	0	0	0	0	0	0	172	392	0	8
1	4	3	0	0	0	47967.7	178	393	0	8
1	0	0	0	0	0	0	172	394	0	8
1	6	0	0	0	0	5995.96	178	395	0	8
1	0	0	0	0	0	0	172	396	0	8
1	5	2	0	0	0	5995.96	178	397	0	8
1	0	0	0	0	0	0	172	398	0	8
1	3	1	1	0	0	47967.7	178	399	0	8
1	0	0	0	0	0	0	172	400	0	8
1	3	3	0	0	0	47967.7	178	401	0	8
1	0	0	0	0	0	0	172	402	0	8
1	4	4	0	0	0	47967.7	178	403	0	8
1	0	0	0	0	0	0	172	404	0	8
1	4	1	0	0	0	749.495	178	405	0	8
1	0	0	0	0	0	0	172	406	0	8
1	4	3	0	0	0	749.495	178	407	0	8
1	0	0	0	0	0	0	172	408	0	8
1	3	4	0	0	0	222.072	178	409	0	8
1	0	0	0	0	0	0	172	410	0	8
1	3	3	0	0	0	47967.7	178	411	0	8
1	0	0	0	0	0	0	172	412	0	8
1	5	3	0	0	0	47967.7	178	413	0	8
1	0	0	0	0	0	0	172	414	0	8
1	7	1	0	0	0	47967.7	178	415	0	8
1	0	0	0	0	0	0	172	416	0	8
1	3	1	0	0	0	749.495	178	417	0	8
1	0	0	0	0	0	0	172	418	0	8
1	4	3	0	0	0	5995.96	178	419	0	8
1	0	0	0	0	0	0	172	420	0	8
1	3	4	0	0	0	47967.7	178	421	0	8
1	0	0	0	0	0	0	172	422	0	8
1	4	3	0	0	0	47967.7	178	423	0	8
1	0	0	0	0	0	0	172	424	0	8
1	5	2	0	0	0	47967.7	178	425	0	8
1	0	0	0	0	0	0	172	426	0	8
1	5	2	0	0	0	1776.58	178	427	0	8
1	0	0	0	0	0	0	172	428	0	8
1	2	3	0	0	0	222.072	178	429	0	8
1	0	0	0	0	0	0	172	430	0	8
1	2	5	0	0	0	383.741	178	431	0	8
1	0	0	0	0	0	0	172	432	0	8
1	4	4	0	0	0	47967.7	178	433	0	8
1	0	0	0	0	0	0	172	434	0	8
1	4	1	0	0	0	5995.96	178	435	0	8
1	0	0	0	0	0	0	172	436	0	8
1	3	3	0	0	0	1776.58	178	437	0	8
1	0	0	0	0	0	0	172	438	0	8
1	3	4	0	0	0	1776.58	178	439	0	8
1	0	0	0	0	0	0	172	440	0	8
1	2	5	0	0	0	222.072	178	441	0	8
1	0	0	0	0	0	0	172	442	0	8
1	3	4	0	0	0	5995.96	178	443	0	8
1	0	0	0	0	0	0	172	444	0	8
1	4	3	0	0	0	383.741	178	445	0	8
1	0	0	0	0	0	0	172	446	0	8
1	5	1	0	0	0	47967.7	178	447	0	8
1	0	0	0	0	0	0	172	448	0	8
1	5	2	0	0	0	47967.7	178	449	0	8
1	0	0	0	0	0	0	172	450	0	8
1	6	2	0	0	0	47967.7	178	451	0	8
1	0	0	0	0	0	0	172	452	0	8
1	3	2	0	0	0	47967.7	178	453	0	8
1	0	0	0	0	0	0	172	454	0	8
1	1	5	0	0	0	383.741	178	455	0	8
1	0	0	0	0	0	0	172	456	0	8
1	2	5	0	0	0	139.847	178	457	0	8
1	0	0	0	0	0	0	172	458	0	8
1	4	4	0	0	0	1776.58	178	459	0	8
1	0	0	0	0	0	0	172	460	0	8
1	6	1	0	0	0	47967.7	178	461	0	8
1	0	0	0	0	0	0	172	462	0	8
1	2	1	0	0	0	383.741	178	463	0	8
1	0	0	0	0	0	0	172	464	0	8
1	2	5	0	0	0	5995.96	178	465	0	8
1	0	0	0	0	0	0	172	466	0	8
1	2	5	0	0	0	139.847	178	467	0	8
1	0	0	0	0	0	0	172	468	0	8
1	4	4	0	0	0	1776.58	178	469	0	8
1	0	0	0	0	0	0	172	470	0	8
1	4	2	0	0	0	749.495	178	471	0	8
1	0	0	0	0	0	0	172	472	0	8
1	5	2	0	0	0	47967.7	178	473	0	8
1	0	0	0	0	0	0	172	474	0	8
1	4	2	0	0	0	47967.7	178	475	0	8
1	0	0	0	0	0	0	172	476	0	8
1	2	3	0	0	0	1776.58	178	477	0	8
1	0	0	0	0	0	0	172	478	0	8
1	5	3	0	0	0	5995.96	178	479	0	8
1	0	0	0	0	0	0	172	480	0	8
1	6	2	0	0	0	5995.96	178	481	0	8
1	0	0	0	0	0	0	172	482	0	8
1	4	2	0	0	0	1776.58	178	483	0	8
1	0	0	0	0	0	0	172	484	0	8
1	3	3	0	0	0	1776.58	178	485	0	8
1	0	0	0	0	0	0	172	486	0	8
1	4	3	0	0	0	47967.7	178	487	0	8
1	0	0	0	0	0	0	172	488	0	8
1	4	3	0	0	0	47967.7	178	489	0	8
1	0	0	0	0	0	0	172	490	0	8
1	6	1	1	0	0	47967.7	178	491	0	8
1	0	0	0	0	0	0	172	492	0	8
1	5	0	0	0	0	5995.96	178	493	0	8
1	0	0	0	0	0	0	172	494	0	8
1	5	2	0	0	0	1776.58	178	495	0	8
1	0	0	0	0	0	0	172	496	0	8
1	2	3	0	0	0	749.495	178	497	0	8
1	0	0	0	0	0	0	172	498	0	8
1	5	2	1	0	0	47967.7	178	499	0	8
1	0	0	0	0	0	0	172	500	0	8
1	3	3	1	0	0	47967.7	178	501	1	8
1	0	0	0	0	0	0	172	502	0	8
1	5	4	0	0	0	47967.7	178	503	1	8
1	0	0	0	0	0	0	172	504	0	8
1	5	4	0	0	0	47967.7	178	505	1	8
1	0	0	0	0	0	0	172	506	0	8
1	3	3	0	0	0	749.495	178	507	1	8
1	0	0	0	0	0	0	172	508	0	8
1	5	5	0	0	0	5995.96	178	509	1	8
1	0	0	0	0	0	0	172	510	0	8
1	5	5	0	0	0	47967.7	178	511	1	8
1	0	0	0	0	0	0	172	512	0	8
1	3	4	1	0	0	47967.7	178	513	1	8
1	0	0	0	0	0	0	172	514	0	8
1	1	6	0	0	0	222.072	178	515	1	8
1	0	0	0	0	0	0	172	516	0	8
1	4	7	0	0	0	1776.58	178	517	1	8
1	0	0	0	0	0	0	172	518	0	8
1	4	7	0	0	0	5995.96	178	519	1	8
1	0	0	0	0	0	0	172	520	0	8
1	3	8	0	0	0	47967.7	178	521	1	8
1	0	0	0	0	0	0	172	522	0	8
1	1	5	1	0	0	93.6868	178	523	1	8
1	0	0	0	0	0	0	172	524	0	8
1	2	9	2	0	0	749.495	178	525	1	8
1	0	0	0	0	0	0	172	526	0	8
1	2	8	0	0	0	1776.58	178	527	1	8
1	0	0	0	0	0	0	172	528	0	8
1	3	6	0	0	0	5995.96	178	529	1	8
1	0	0	0	0	0	0	172	530	0	8
1	2	8	1	0	0	47967.7	178	531	1	8
1	0	0	0	0	0	0	172	532	0	8
1	3	10	0	0	0	47967.7	178	533	1	8
1	0	0	0	0	0	0	172	534	0	8
1	2	7	0	0	0	749.495	178	535	1	8
1	0	0	0	0	0	0	172	536	0	8
1	2	7	0	0	0	5995.96	178	537	1	8
1	0	0	0	0	0	0	172	538	0	8
1	2	9	0	0	0	5995.96	178	539	1	8
1	0	0	0	0	0	0	172	540	0	8
1	2	11	0	0	0	47967.7	178	541	1	8
1	0	0	0	0	0	0	172	542	0	8
1	3	7	1	0	0	47967.7	178	543	1	8
1	0	0	0	0	0	0	172	544	0	8
1	1	8	1	0	0	9.88105	178	545	1	8
1	0	0	0	0	0	0	172	546	0	8
1	1	5	0	0	0	7.1141	178	547	1	8
1	0	0	0	0	0	0	172	548	0	8
1	2	10	0	0	0	5995.96	178	549	1	8
1	0	0	0	0	0	0	172	550	0	8
1	1	7	0	0	0	47967.7	178	551	1	8
1	0	0	0	0	0	0	172	552	0	8
1	1	9	1	0	0	47967.7	178	553	1	8
1	0	0	0	0	0	0	172	554	0	8
1	1	11	1	0	0	13.4886	178	555	1	8
1	0	0	0	0	0	0	172	556	0	8
1	1	8	0	0	0	506.593	178	557	1	8
1	0	0	0	0	0	0	172	558	0	8
1	0	9	1	0	0	0	178	559	1	8
1	0	0	0	0	0	0	172	560	0	8
1	0	11	1	0	0	0	178	561	1	8
1	0	0	0	0	0	0	172	562	0	8
1	0	10	0	0	0	0	178	563	1	8
1	0	0	0	0	0	0	172	564	0	8
1	1	9	0	0	0	728.766	178	565	1	8
1	0	0	0	0	0	0	172	566	0	8
1	0	9	0	0	0	0	178	567	1	8
1	0	0	0	0	0	0	172	568	0	8
1	1	12	0	0	0	542.659	178	569	1	8
1	0	0	0	0	0	0	172	570	0	8
1	0	14	0	0	0	0	178	571	1	8
1	0	0	0	0	0	0	172	572	0	8
1	1	3	1	0	0	64.2683	178	573	1	8
1	0	0	0	0	0	0	172	574	0	8
1	0	9	0	0	0	0	178	575	1	8
1	0	0	0	0	0	0	172	576	0	8
1	0	8	1	0	0	0	178	577	1	8
1	0	0	0	0	0	0	172	578	0	8
1	1	9	1	0	0	47967.7	178	579	1	8
1	0	0	0	0	0	0	172	580	0	8
1	0	9	0	0	0	0	178	581	1	8
1	0	0	0	0	0	0	172	582	0	8
1	1	10	0	0	0	6.7274	178	583	1	8
1	0	0	0	0	0	0	172	584	0	8
1	1	11	0	0	0	7.81639	178	585	1	8
1	0	0	0	0	0	0	172	586	0	8
